,app_number,patent_number,blocked_app,date,blocking_type
1027,"09/736,755",6920171,12101054,2012-05-30,103a
1028,"09/736,755",6920171,12101049,2012-07-31,103a
1029,"09/736,755",6920171,12101049,2012-07-31,103a
1030,"09/736,755",6920171,12672955,2013-11-05,103a
1031,"09/736,755",6920171,12833160,2013-03-01,103a
1032,"09/736,755",6920171,13101937,2013-07-22,103a
1033,"09/122,735",6125278,12030050,2011-03-07,103a
1034,"08/869,543",6125286,12149955,2011-04-20,102b
1035,"08/869,543",6125286,12149955,2011-04-20,103a
1036,"08/869,543",6125286,12391932,2011-06-07,102b
1037,"10/973,531",7136482,10542262,2011-03-31,103a
1038,"10/973,531",7136482,10542262,2011-03-31,103a
1039,"10/973,531",7136482,10542262,2011-03-31,103a
1040,"10/973,531",7136482,13558531,2012-10-17,103a
1041,"08/816,914",5948066,11658773,2011-01-06,103a
1042,"08/816,914",5948066,10354403,2011-11-07,112
1043,"09/706,894",6486874,11580218,2011-09-30,103a
1044,"09/706,894",6486874,11580218,2011-09-30,103a
1045,"09/706,894",6486874,11580218,2011-09-30,103a
1046,"12/538,243",8379655,13263406,2013-03-28,103a
1047,"10/609,859",6999773,11054771,2011-02-03,103a
1048,"10/609,859",6999773,11054771,2011-02-03,103a
1049,"10/609,859",6999773,11054771,2011-02-03,103a
1050,"10/609,859",6999773,11054771,2011-02-03,103a
1051,"10/609,859",6999773,11054771,2011-02-03,103a
1052,"08/766,059",5909444,11955121,2011-01-21,102e
1053,"09/695,554",6732270,11596574,2011-07-13,103a
1054,"09/695,554",6732270,11596574,2011-07-13,103a
1055,"11/321,123",7848739,12309203,2014-03-10,103a
1056,"11/321,123",7848739,12309203,2014-07-17,103a
1057,"09/694,247",6421016,12380598,2011-06-02,103a
1058,"09/046,013",5929776,13214983,2012-08-20,103
1059,"09/491,194",6704572,13052667,2011-11-22,119
1060,"09/491,194",6704572,12220853,2011-06-10,103a
1061,"10/427,537",7106814,12595105,2011-09-29,103a
1062,"09/560,767",6549789,12083959,2011-08-02,102b
1063,"09/560,767",6549789,11945684,2011-03-10,103a
1064,"09/560,767",6549789,11945684,2011-03-10,103a
1065,"09/560,767",6549789,11945684,2011-03-10,103a
1066,"09/560,767",6549789,11650484,2011-10-14,103a
1067,"09/560,767",6549789,12704444,2011-03-22,102e
1068,"09/560,767",6549789,11945684,2011-09-28,103a
1069,"09/560,767",6549789,11945684,2011-09-28,103a
1070,"09/560,767",6549789,11945684,2011-09-28,103a
1071,"09/594,395",6389269,12623248,2012-03-22,102b
1072,"08/635,273",5631101,11166776,2011-09-01,103a
1073,"08/635,273",5631101,11166776,2011-09-01,103a
1074,"08/635,273",5631101,11166776,2011-09-01,103a
1075,"08/635,273",5631101,11166776,2011-09-01,103a
1076,"10/349,062",6937873,12097521,2011-05-06,102e
1077,"09/166,745",6608861,11736030,2011-01-21,102b
1078,"09/166,745",6608861,11736030,2011-01-21,103a
1079,"10/297,553",7062246,10954019,2011-01-10,103a
1080,"08/960,476",6084968,11578787,2011-02-10,103a
1081,"08/959,409",6044276,11375052,2011-03-24,103a
1082,"08/959,409",6044276,11375052,2011-03-24,103a
1083,"09/818,014",6342774,12744642,2012-02-13,103a
1084,"09/818,014",6342774,12744642,2012-08-28,103a
1085,"08/749,577",6161207,12494957,2013-01-22,103a
1086,"09/131,143",6327307,13126040,2013-01-17,103a
1087,"08/578,115",5966651,11233069,2011-11-14,103a
1088,"10/068,443",7158482,10816385,2011-03-04,103a
1089,"09/013,850",6310898,11729927,2011-04-14,103a
1090,"09/013,850",6310898,11729927,2011-04-14,103a
1091,"09/013,850",6310898,11729927,2011-04-14,103a
1092,"09/013,850",6310898,11729927,2011-07-26,103a
1093,"09/013,850",6310898,11729927,2011-07-26,103a
1094,"09/013,850",6310898,11729927,2011-07-26,103a
1095,"10/733,661",7096025,11199081,2011-07-29,103a
1096,"10/733,661",7096025,11199081,2012-01-06,103a
1097,"08/884,892",6094565,12055853,2011-07-28,102b
1098,"08/884,892",6094565,12471217,2011-07-22,102e
1099,"08/884,892",6094565,12055853,2012-02-09,103a
1100,"08/572,468",5893132,09344492,2011-02-15,103a
1101,"08/572,468",5893132,11549720,2011-06-22,103a
1102,"10/207,589",7375730,12717345,2012-05-07,103a
1103,"08/560,732",5949948,11831916,2011-03-31,103a
1104,"08/560,732",5949948,11831916,2011-09-28,103a
1105,"08/560,732",5949948,12957148,2012-10-24,103a
1106,"09/356,389",6144186,12195618,2011-11-30,103a
1107,"09/356,389",6144186,12195618,2011-11-30,103a
1108,"09/356,389",6144186,12195618,2011-11-30,103a
1109,"09/356,389",6144186,12195618,2011-11-30,103a
1110,"09/356,389",6144186,12195618,2011-11-30,103a
1111,"09/356,389",6144186,12195618,2011-03-30,102b
1112,"09/356,389",6144186,12195618,2011-03-30,103a
1113,"09/356,389",6144186,12195618,2011-03-30,103a
1114,"09/356,389",6144186,12195618,2011-03-30,103a
1115,"09/356,389",6144186,12195618,2011-06-15,103a
1116,"09/356,389",6144186,12195618,2011-06-15,103a
1117,"09/356,389",6144186,12195618,2011-06-15,103a
1118,"09/356,389",6144186,12195618,2011-06-15,103a
1119,"09/356,389",6144186,12195618,2011-06-15,103a
1120,"09/917,185",6859494,11638838,2011-08-09,103a
1121,"09/917,185",6859494,11638838,2012-01-26,103a
1122,"09/634,609",6912507,12187775,2011-10-12,103a
1123,"09/634,609",6912507,12187775,2011-06-06,103a
1124,"09/634,609",6912507,13250791,2012-07-13,112
1125,"08/786,579",6212550,12399004,2011-04-27,102b
1126,"08/786,579",6212550,12077822,2011-06-07,102e
1127,"08/786,579",6212550,13445884,2013-02-22,103
1128,"08/786,579",6212550,13445884,2013-02-22,103a
1129,"09/737,720",6668173,10265980,2011-01-24,103a
1130,"09/737,720",6668173,11466781,2011-01-31,103a
1131,"09/737,720",6668173,13216511,2012-12-05,103a
1132,"09/737,720",6668173,11000667,2012-03-27,103a
1133,"09/737,720",6668173,13216511,2012-04-11,119
1134,"09/737,720",6668173,13216511,2012-04-11,103a
1135,"09/737,720",6668173,11000667,2012-10-25,103a
1136,"11/838,536",8145127,12819355,2013-11-07,103a
1137,"10/317,529",6954649,11449274,2011-03-30,103a
1138,"10/317,529",6954649,11449274,2011-10-24,103a
1139,"08/791,043",5926104,13108925,2012-03-26,103a
1140,"08/829,074",6104726,11932726,2011-08-04,102e
1141,"08/829,074",6104726,11932726,2011-08-04,103a
1142,"09/777,767",6862433,12392456,2011-04-15,103a
1143,"09/777,767",6862433,12392456,2011-04-15,103a
1144,"09/777,767",6862433,12392456,2011-04-15,103a
1145,"09/777,767",6862433,10600209,2011-08-11,103a
1146,"09/777,767",6862433,12132549,2011-03-01,103a
1147,"09/777,767",6862433,12592469,2011-08-17,103a
1148,"09/624,402",6720864,12089690,2011-08-02,103a
1149,"09/624,402",6720864,12089690,2011-08-02,103a
1150,"09/624,402",6720864,12089690,2011-08-02,103a
1151,"09/624,402",6720864,12089690,2012-08-17,103a
1152,"09/624,402",6720864,12089690,2012-08-17,103a
1153,"09/624,402",6720864,12089690,2012-08-17,103a
1154,"09/624,402",6720864,12089690,2012-08-17,103a
1155,"09/252,135",6259741,13018709,2011-04-25,103a
1156,"09/252,135",6259741,13019090,2011-06-08,103a
1157,"10/203,778",6963730,11784883,2011-11-25,103a
1158,"10/203,778",6963730,11784883,2011-04-01,103a
1159,"09/468,025",6449465,12400764,2011-11-23,103a
1160,"09/468,025",6449465,11670931,2011-01-07,103a
1161,"09/468,025",6449465,13461697,2012-06-27,102b
1162,"10/356,901",7184745,12498632,2011-10-21,102b
1163,"10/356,901",7184745,12498632,2011-10-21,103a
1164,"10/356,901",7184745,12498632,2011-10-21,103a
1165,"10/356,901",7184745,12498632,2011-10-21,103a
1166,"10/356,901",7184745,12498632,2011-06-20,102b
1167,"10/356,901",7184745,12498632,2011-06-20,103a
1168,"10/356,901",7184745,12498632,2011-06-20,103a
1169,"10/356,901",7184745,12498632,2011-06-20,103a
1170,"10/356,901",7184745,12498632,2012-07-09,103a
1171,"10/356,901",7184745,12498632,2012-07-09,103a
1172,"10/108,407",6847311,12391571,2011-12-08,102b
1173,"10/108,407",6847311,12391571,2011-12-08,103a
1174,"10/108,407",6847311,12391571,2012-04-23,102b
1175,"10/108,407",6847311,12391571,2012-04-23,103a
1176,"09/613,798",6889212,12335046,2011-08-03,103a
1177,"09/613,798",6889212,12335046,2011-03-24,103a
1178,"08/580,265",6055333,10183991,2011-03-11,103a
1179,"08/580,265",6055333,10183991,2011-12-07,103a
1180,"10/020,328",6640087,13118051,2011-11-15,103a
1181,"10/020,328",6640087,11295896,2011-11-03,119
1182,"10/020,328",6640087,11295896,2011-03-25,119a
1183,"10/020,328",6640087,12367293,2011-09-19,102b
1184,"10/020,328",6640087,13138516,2013-08-05,103a
1185,"10/020,328",6640087,13138516,2013-08-05,103a
1186,"10/020,328",6640087,13138516,2013-08-05,103a
1187,"10/020,328",6640087,13138516,2014-02-05,103a
1188,"10/020,328",6640087,13138516,2014-02-05,103a
1189,"10/020,328",6640087,13138516,2014-02-05,103a
1190,"11/252,726",7653398,13037079,2012-10-03,103a
1191,"09/358,674",6556814,12887467,2011-04-01,102b
1192,"09/358,674",6556814,12887467,2011-09-12,103a
1193,"09/358,674",6556814,12887467,2012-09-06,102b
1194,"09/358,674",6556814,12887467,2013-01-15,103a
1195,"10/037,559",6947760,11048766,2011-01-31,103a
1196,"09/219,913",6289129,13190110,2012-12-31,103
1197,"11/956,640",8036237,12731984,2012-01-06,103
1198,"09/415,168",6192256,12130396,2011-03-30,102b
1199,"09/415,168",6192256,11985325,2011-04-20,103a
1200,"09/415,168",6192256,11985325,2011-04-20,103a
1201,"09/616,109",6931059,12949957,2012-11-02,103
1202,"09/616,109",6931059,12949957,2012-11-02,103a
1203,"10/372,981",7082290,13152170,2012-09-05,103a
1204,"10/372,981",7082290,13152170,2012-09-05,103a
1205,"10/372,981",7082290,13152170,2012-09-05,103a
1206,"10/372,981",7082290,13152170,2012-09-05,103a
1207,"10/372,981",7082290,13152170,2012-09-05,103a
1208,"10/372,981",7082290,13152170,2013-01-18,102e
1209,"10/372,981",7082290,13152170,2013-01-18,103a
1210,"10/372,981",7082290,13152170,2013-01-18,103a
1211,"10/372,981",7082290,13152170,2013-01-18,103a
1212,"10/372,981",7082290,13152170,2013-01-18,103a
1213,"08/572,603",5815407,12855256,2012-09-13,103a
1214,"08/572,603",5815407,12855256,2012-09-13,103a
1215,"08/572,603",5815407,12855256,2012-09-13,103a
1216,"08/572,603",5815407,12855256,2012-09-13,103a
1217,"08/572,603",5815407,12855256,2012-09-13,103a
1218,"08/572,603",5815407,12855256,2013-04-25,103a
1219,"08/572,603",5815407,12855256,2013-04-25,103a
1220,"08/572,603",5815407,12855256,2013-04-25,103a
1221,"08/572,603",5815407,12855256,2013-04-25,103a
1222,"08/572,603",5815407,12855256,2013-04-25,103a
1223,"08/995,922",6112074,11974023,2011-02-09,103a
1224,"11/613,349",7477699,12164718,2011-03-23,102b
1225,"11/613,349",7477699,12164718,2011-08-25,102b
1226,"11/132,643",7643817,12034989,2011-02-04,103a
1227,"11/110,126",7269561,12810384,2012-08-16,103a
1228,"11/110,126",7269561,12810384,2013-02-12,103a
1229,"09/393,097",6246327,10586738,2011-02-03,103a
1230,"09/737,152",6961384,12187352,2011-08-17,103
1231,"09/737,152",6961384,11817686,2011-10-11,103a
1232,"09/127,348",6223154,11092372,2011-02-25,103a
1233,"09/127,348",6223154,11092372,2011-02-25,103a
1234,"09/644,528",6493671,12393641,2011-02-04,103a
1235,"09/644,528",6493671,12393641,2011-02-04,103a
1236,"10/140,148",6792534,11119408,2011-02-10,103a
1237,"08/980,435",5929702,12671656,2011-10-07,102b
1238,"08/980,435",5929702,12671656,2011-10-07,103a
1239,"09/925,199",6797427,11965035,2011-08-25,102b
1240,"09/925,199",6797427,11965035,2011-08-25,103a
1241,"09/925,199",6797427,11965035,2011-08-25,103a
1242,"09/925,199",6797427,11965035,2011-08-25,103a
1243,"09/925,199",6797427,11965035,2011-08-25,103a
1244,"09/925,199",6797427,11965035,2011-08-25,103a
1245,"09/925,199",6797427,11965035,2011-08-25,103a
1246,"09/925,199",6797427,11965035,2011-08-25,103a
1247,"09/925,199",6797427,11965035,2011-08-25,103a
1248,"09/925,199",6797427,11965035,2011-08-25,103a
1249,"09/925,199",6797427,11965035,2011-08-25,103a
1250,"09/925,199",6797427,11965035,2011-06-09,102b
1251,"09/925,199",6797427,11965035,2011-06-09,102b
1252,"09/925,199",6797427,11965035,2012-03-14,103a
1253,"08/608,020",5736933,12956834,2012-12-19,103a
1254,"10/889,502",7733919,12583369,2012-01-09,119
1255,"09/610,023",6741873,11378364,2011-04-01,103a
1256,"09/610,023",6741873,11378364,2011-10-04,103a
1257,"09/630,987",6384727,10586738,2011-06-16,103a
1258,"09/630,987",6384727,10586738,2011-02-03,103a
1259,"09/258,985",6505058,12052500,2011-06-07,102b
1260,"09/258,985",6505058,12052500,2012-01-05,102b
1261,"10/919,819",7312729,12194605,2012-03-20,103a
1262,"09/020,838",6226403,12194780,2012-08-15,102b
1263,"09/908,898",6498358,13038421,2012-10-26,103a
1264,"10/184,286",6766147,11470738,2011-02-18,102b
1265,"10/184,286",6766147,11470738,2011-02-18,103a
1266,"10/184,286",6766147,11470738,2011-02-18,103a
1267,"10/184,286",6766147,11470738,2011-02-18,103a
1268,"10/184,286",6766147,11470738,2011-11-25,103a
1269,"10/184,286",6766147,11470738,2011-11-25,103a
1270,"10/184,286",6766147,11470738,2011-11-25,103a
1271,"10/184,286",6766147,11470738,2011-08-03,103a
1272,"10/184,286",6766147,11470738,2011-08-03,103a
1273,"10/184,286",6766147,11470738,2011-08-03,103a
1274,"10/184,286",6766147,11470738,2012-06-18,103a
1275,"10/184,286",6766147,11470738,2012-06-18,103a
1276,"09/069,586",6188767,10683761,2011-01-25,102
1277,"09/822,653",7117019,12197789,2011-05-13,103a
1278,"09/822,653",7117019,12197789,2011-04-15,103a
1279,"09/822,653",7117019,12197789,2011-11-14,103a
1280,"09/390,562",6249678,12533651,2013-08-02,103a
1281,"09/390,562",6249678,12533651,2013-12-20,103a
1282,"08/857,399",6151397,12905794,2013-01-10,103a
1283,"09/961,941",6888811,12904085,2011-03-11,102e
1284,"09/961,941",6888811,13225848,2012-02-16,103a
1285,"09/410,780",6122335,12393737,2012-03-08,103a
1286,"09/575,749",7206847,12162468,2012-05-10,103a
1287,"08/998,749",5942938,13017042,2011-09-30,103a
1288,"08/879,403",5867478,10477250,2011-07-20,103a
1289,"08/879,403",5867478,11957617,2011-01-06,102b
1290,"08/879,403",5867478,11957617,2011-01-06,103a
1291,"08/879,403",5867478,11957617,2011-01-06,103a
1292,"08/879,403",5867478,11957617,2011-01-06,103a
1293,"08/879,403",5867478,12000291,2011-01-24,103a
1294,"08/879,403",5867478,11242115,2011-02-24,103a
1295,"08/879,403",5867478,12052842,2011-03-25,103a
1296,"08/879,403",5867478,12052842,2011-03-25,103a
1297,"08/879,403",5867478,12052842,2011-03-25,103a
1298,"08/879,403",5867478,12052842,2011-03-25,103a
1299,"08/879,403",5867478,11957617,2011-05-24,103a
1300,"08/879,403",5867478,11957617,2011-05-24,103a
1301,"08/879,403",5867478,11957617,2011-05-24,103a
1302,"08/879,403",5867478,12629571,2012-12-03,103a
1303,"08/879,403",5867478,12189437,2012-02-15,102
1304,"08/879,403",5867478,12189437,2012-02-15,103c
1305,"08/879,403",5867478,12189437,2012-02-15,103a
1306,"08/879,403",5867478,12629571,2012-01-30,103a
1307,"08/879,403",5867478,12189437,2012-08-09,102
1308,"08/879,403",5867478,12189437,2012-08-09,103c
1309,"08/879,403",5867478,12189437,2012-08-09,103a
1310,"08/879,403",5867478,13445263,2012-09-21,103a
1311,"08/879,403",5867478,12712093,2012-08-14,103a
1312,"08/879,403",5867478,10477250,2012-01-05,103a
1313,"08/879,403",5867478,12601840,2012-07-11,112
1314,"08/879,403",5867478,12712093,2012-01-31,103a
1315,"08/879,403",5867478,12629571,2013-04-24,103a
1316,"09/707,537",6529804,11770671,2011-06-28,103a
1317,"09/707,537",6529804,11770671,2011-01-12,103a
1318,"08/940,299",6134237,12161573,2011-12-15,103a
1319,"08/940,299",6134237,12161573,2011-12-15,103a
1320,"08/940,299",6134237,12161573,2011-12-15,103a
1321,"08/940,299",6134237,12161573,2011-12-15,103a
1322,"08/940,299",6134237,12161573,2011-12-15,103a
1323,"08/940,299",6134237,12161573,2011-12-15,103a
1324,"08/940,299",6134237,12161573,2011-12-15,103a
1325,"08/940,299",6134237,12161573,2011-12-15,103a
1326,"08/940,299",6134237,11516885,2011-02-15,103a
1327,"08/940,299",6134237,12161573,2011-06-10,103a
1328,"08/940,299",6134237,12161573,2011-06-10,103a
1329,"08/940,299",6134237,12161573,2011-06-10,103a
1330,"08/940,299",6134237,12161573,2011-06-10,103a
1331,"08/940,299",6134237,12161573,2011-06-10,103a
1332,"08/940,299",6134237,12161573,2011-06-10,103a
1333,"08/940,299",6134237,12161573,2011-06-10,103a
1334,"08/940,299",6134237,12161573,2011-06-10,103a
1335,"08/940,299",6134237,11231886,2011-02-10,103a
1336,"08/940,299",6134237,11231886,2011-02-10,103a
1337,"08/940,299",6134237,11231886,2011-02-10,103a
1338,"08/940,299",6134237,11231886,2011-02-10,103a
1339,"08/940,299",6134237,11231886,2011-02-10,103a
1340,"11/024,895",7499950,11876709,2011-04-29,103a
1341,"11/024,895",7499950,11876709,2011-12-21,103a
1342,"10/027,419",6700867,11670639,2011-01-21,103a
1343,"10/027,419",6700867,12840131,2012-06-19,103a
1344,"10/027,419",6700867,12840131,2013-02-22,103a
1345,"11/025,304",7386128,11275183,2011-06-15,103a
1346,"10/331,290",7522675,10978931,2011-02-16,103a
1347,"09/742,905",7065068,11238791,2011-03-03,103a
1348,"08/718,838",5825762,11556855,2012-07-11,103a
1349,"11/531,913",7912009,12935852,2012-12-06,103a
1350,"09/901,809",6836514,11929512,2011-04-19,103a
1351,"09/901,809",6836514,11447116,2011-02-17,103a
1352,"08/718,636",6173330,12815022,2011-01-19,102e
1353,"08/718,636",6173330,11486267,2012-07-31,103a
1354,"10/259,638",7363044,11851685,2012-02-01,103a
1355,"08/715,508",6014376,12433532,2011-01-20,103a
1356,"08/715,508",6014376,13257110,2014-01-10,102b
1357,"10/185,958",6792281,11860051,2012-04-24,103a
1358,"10/185,958",6792281,11860051,2012-04-24,102b
1359,"08/814,395",6373884,12032011,2011-02-16,103a
1360,"08/814,395",6373884,12032011,2011-07-06,103a
1361,"11/425,161",7634251,12362203,2011-04-04,103a
1362,"11/425,161",7634251,12362203,2011-04-04,103a
1363,"11/425,161",7634251,12362203,2011-11-30,103a
1364,"11/425,161",7634251,12362203,2011-11-30,103a
1365,"11/425,161",7634251,12362203,2012-04-27,103a
1366,"11/425,161",7634251,12362203,2012-04-27,103a
1367,"11/425,161",7634251,12362203,2014-06-16,103a
1368,"11/428,034",7886355,12482471,2011-05-13,103a
1369,"08/684,758",5741609,12708807,2012-04-30,103
1370,"08/684,758",5741609,12708807,2012-04-30,103a
1371,"08/684,758",5741609,12708807,2012-04-30,103a
1372,"09/315,908",6175740,11823181,2011-11-10,102
1373,"09/315,908",6175740,12165224,2011-01-04,119a
1374,"09/315,908",6175740,12165224,2011-10-11,103a
1375,"09/315,908",6175740,11823181,2011-05-23,102b
1376,"09/315,908",6175740,12165224,2012-02-02,103a
1377,"09/505,336",6754908,11275183,2011-06-15,103a
1378,"09/505,336",6754908,12850121,2012-09-17,103a
1379,"11/147,092",7388923,12412797,2012-06-20,102b
1380,"09/640,296",6347882,12476067,2011-05-13,103a
1381,"09/640,296",6347882,12476067,2012-01-06,103a
1382,"09/344,770",6192247,11569237,2011-06-24,103a
1383,"10/912,855",7187759,11771968,2011-07-28,103a
1384,"09/621,516",6904611,12396452,2011-08-31,103a
1385,"09/133,751",6169538,10602540,2011-06-09,103a
1386,"09/133,751",6169538,11771096,2011-01-20,103a
1387,"09/133,751",6169538,11771096,2011-01-20,103a
1388,"09/133,751",6169538,11771096,2011-01-20,103a
1389,"09/133,751",6169538,11771096,2011-01-20,103a
1390,"09/133,751",6169538,11925619,2011-08-04,103a
1391,"09/133,751",6169538,11635689,2011-10-28,103a
1392,"09/133,751",6169538,11771096,2011-10-13,103a
1393,"09/133,751",6169538,11771096,2011-10-13,103a
1394,"09/133,751",6169538,11771096,2011-10-13,103a
1395,"09/133,751",6169538,11771096,2011-10-13,103a
1396,"09/133,751",6169538,11635689,2011-02-22,103a
1397,"09/133,751",6169538,12059215,2011-01-18,103a
1398,"09/133,751",6169538,11682148,2011-04-28,103a
1399,"09/133,751",6169538,12059215,2011-07-06,103a
1400,"09/133,751",6169538,12059215,2011-07-06,103a
1401,"09/133,751",6169538,11925619,2011-02-22,103a
1402,"09/133,751",6169538,11520650,2011-07-07,103a
1403,"09/133,751",6169538,11635689,2011-07-13,103a
1404,"09/133,751",6169538,11520650,2011-01-18,103a
1405,"09/133,751",6169538,11654363,2011-09-09,103a
1406,"09/133,751",6169538,11682148,2011-12-08,103a
1407,"09/133,751",6169538,12221537,2012-09-04,103a
1408,"09/133,751",6169538,12059215,2012-01-09,103a
1409,"09/133,751",6169538,12059215,2012-01-09,103a
1410,"09/133,751",6169538,12727217,2012-05-11,102
1411,"09/133,751",6169538,12722422,2012-04-06,103a
1412,"09/133,751",6169538,12685623,2012-04-09,103a
1413,"09/133,751",6169538,13037124,2013-04-18,103a
1414,"09/053,432",6233559,11097641,2011-01-03,103a
1415,"09/053,432",6233559,12101163,2011-08-24,102b
1416,"09/053,432",6233559,12101163,2011-08-24,103a
1417,"09/053,432",6233559,12086402,2012-09-18,103a
1418,"09/238,838",6483874,11380796,2011-02-04,103a
1419,"09/238,838",6483874,11380796,2011-02-04,103a
1420,"09/238,838",6483874,13224588,2012-01-06,103a
1421,"09/238,838",6483874,13224588,2012-01-06,103a
1422,"11/676,357",7738907,12053866,2011-10-03,103a
1423,"11/676,357",7738907,12740365,2012-10-30,103a
1424,"09/638,414",6265977,11923244,2011-05-10,102
1425,"09/638,414",6265977,11923244,2011-05-10,103a
1426,"09/638,414",6265977,11923244,2011-10-20,103a
1427,"09/638,414",6265977,12160721,2011-09-21,103
1428,"09/638,414",6265977,11759484,2011-03-03,103a
1429,"09/638,414",6265977,11187392,2012-03-06,103a
1430,"12/243,590",8244250,13548370,2012-09-25,103a
1431,"09/968,299",7689448,12392231,2011-01-06,102e
1432,"09/968,299",7689448,12392231,2011-11-08,103a
1433,"09/968,299",7689448,12392231,2011-05-03,103a
1434,"10/109,111",7305555,11658480,2011-11-30,119
1435,"10/109,111",7305555,11658480,2011-11-30,103a
1436,"09/602,265",6889385,12433922,2011-03-10,103a
1437,"09/602,265",6889385,12834406,2011-02-18,102e
1438,"09/602,265",6889385,11281156,2011-01-12,103a
1439,"09/602,265",6889385,11925386,2011-03-25,103a
1440,"09/602,265",6889385,11281156,2011-06-03,103a
1441,"09/602,265",6889385,11281156,2012-07-06,103a
1442,"10/049,812",7929701,12139711,2011-06-23,103a
1443,"09/479,042",6282182,11855919,2011-04-13,103a
1444,"08/607,752",5796777,12101391,2011-01-04,103a
1445,"11/364,373",7653422,12065279,2011-02-01,103a
1446,"11/364,373",7653422,12065279,2011-02-01,103a
1447,"11/364,373",7653422,12065279,2011-02-01,103a
1448,"11/364,373",7653422,12065279,2011-02-01,103a
1449,"10/665,954",6952573,12092140,2011-01-20,103a
1450,"10/665,954",6952573,12222542,2011-05-11,103
1451,"10/057,365",6871074,10748088,2011-05-27,103a
1452,"09/327,652",6347228,13044233,2013-02-26,103a
1453,"12/526,080",8194648,13143140,2013-01-22,102
1454,"12/526,080",8194648,13143140,2013-01-22,103a
1455,"12/526,080",8194648,13143140,2013-01-22,103a
1456,"12/526,080",8194648,13143140,2013-01-22,103a
1457,"12/526,080",8194648,13143140,2013-01-22,103a
1458,"12/526,080",8194648,13143140,2013-01-22,103a
1459,"09/692,333",6799062,12032589,2011-07-22,102
1460,"09/692,333",6799062,12032589,2011-07-22,103
1461,"09/692,333",6799062,12032589,2011-07-22,103a
1462,"08/774,977",5909183,11625749,2011-04-29,103a
1463,"08/774,977",5909183,12098591,2011-06-21,103a
1464,"08/774,977",5909183,12098591,2011-11-08,119
1465,"08/774,977",5909183,11960378,2011-08-30,103a
1466,"08/774,977",5909183,11993568,2011-08-17,103a
1467,"08/774,977",5909183,11993568,2011-02-16,103
1468,"08/774,977",5909183,11993568,2011-02-16,103
1469,"08/774,977",5909183,11993568,2011-02-16,103a
1470,"08/774,977",5909183,11943060,2011-06-07,103a
1471,"08/774,977",5909183,11993568,2012-10-04,103a
1472,"12/469,306",8199845,13045021,2012-07-03,103a
1473,"12/469,306",8199845,13045021,2012-12-31,103a
1474,"10/355,920",6944427,12164142,2011-03-29,103a
1475,"08/688,841",5835730,13578725,2013-12-30,103
1476,"09/001,762",6141541,13018394,2013-07-15,103a
1477,"08/797,648",5936516,12328860,2011-02-17,103a
1478,"10/608,309",7453219,12391277,2011-01-03,102e
1479,"10/608,309",7453219,12391277,2011-01-03,103a
1480,"10/608,309",7453219,12391277,2011-01-03,103a
1481,"09/597,315",7451476,11887287,2011-03-16,103a
1482,"09/597,315",7451476,11887287,2011-03-16,103a
1483,"09/597,315",7451476,11887287,2011-12-20,103a
1484,"09/597,315",7451476,11887287,2011-12-20,103a
1485,"09/597,315",7451476,11887287,2012-07-19,103a
1486,"09/226,796",6434197,11547038,2011-08-03,103a
1487,"09/226,796",6434197,11547038,2011-08-03,103a
1488,"09/226,796",6434197,11448447,2011-03-30,103
1489,"09/226,796",6434197,11130773,2011-10-12,103a
1490,"09/226,796",6434197,11547038,2011-11-29,103a
1491,"09/226,796",6434197,11547038,2011-11-29,103a
1492,"09/226,796",6434197,12390546,2012-02-15,103a
1493,"11/194,010",7620403,12471046,2012-02-07,102b
1494,"11/194,010",7620403,12471046,2012-02-07,103a
1495,"11/194,010",7620403,12471046,2012-02-07,103a
1496,"11/194,010",7620403,12471046,2012-02-07,103a
1497,"11/194,010",7620403,12471046,2012-07-18,102b
1498,"11/194,010",7620403,12471046,2012-07-18,103a
1499,"11/194,010",7620403,12471046,2012-07-18,103a
1500,"11/194,010",7620403,12471046,2012-07-18,103a
1501,"11/194,010",7620403,12471046,2012-07-18,103a
1502,"11/194,010",7620403,12471046,2012-11-23,103a
1503,"11/194,010",7620403,12471046,2012-11-23,103a
1504,"11/194,010",7620403,12471046,2012-11-23,103a
1505,"11/194,010",7620403,12471046,2012-11-23,103a
1506,"10/228,592",6710578,12070793,2011-10-13,103a
1507,"10/228,592",6710578,12302559,2011-08-19,103a
1508,"10/228,592",6710578,12302559,2011-02-18,103a
1509,"10/228,592",6710578,12070793,2011-02-01,103a
1510,"10/228,592",6710578,11752483,2011-08-31,103a
1511,"10/228,592",6710578,12075212,2011-11-02,103a
1512,"10/228,592",6710578,11752483,2011-02-01,103a
1513,"10/228,592",6710578,12075212,2011-03-18,103a
1514,"10/228,592",6710578,12125632,2011-03-30,103a
1515,"10/228,592",6710578,11752483,2012-01-25,119
1516,"10/228,592",6710578,12302559,2012-03-14,103a
1517,"10/228,592",6710578,12302559,2012-08-09,103a
1518,"09/152,202",6130613,12188084,2011-09-13,103a
1519,"09/152,202",6130613,12188084,2012-04-30,103a
1520,"09/152,202",6130613,12188084,2012-10-03,103a
1521,"10/807,524",7084815,13533746,2012-10-24,103
1522,"10/041,052",6853445,11426087,2011-02-22,103a
1523,"09/151,610",6125137,11555656,2011-01-04,103a
1524,"08/645,308",5754484,12694962,2012-01-03,103a
1525,"09/640,515",6665521,11557426,2011-08-11,103a
1526,"09/640,515",6665521,11557426,2011-02-28,103a
