,app_number,patent_number,blocked_app,date,blocking_type
3866,"09/094,261",6107920,12095147,2012-11-26,103a
3867,"10/835,868",7272382,11818767,2011-02-25,102e
3868,"10/835,868",7272382,11629652,2011-02-14,103a
3869,"10/835,868",7272382,11629652,2011-07-20,103a
3870,"09/602,303",6678740,11299241,2012-06-28,102
3871,"09/602,303",6678740,13436332,2013-02-22,103a
3872,"08/788,971",6049821,11347448,2011-04-14,102
3873,"08/788,971",6049821,11554115,2011-03-30,103a
3874,"08/788,971",6049821,11119209,2011-03-11,103a
3875,"08/788,971",6049821,11347448,2011-11-07,102
3876,"08/788,971",6049821,12194479,2011-10-17,102e
3877,"10/387,727",6927728,12096778,2011-04-06,103a
3878,"08/887,063",5861777,12360727,2011-02-02,112
3879,"10/886,476",7272190,13008523,2011-08-05,103a
3880,"10/886,476",7272190,13008523,2011-12-14,103a
3881,"10/886,476",7272190,11155204,2011-07-11,103a
3882,"10/886,476",7272190,11155204,2011-07-11,103
3883,"10/886,476",7272190,11155204,2011-07-11,103a
3884,"10/886,476",7272190,11155204,2011-07-11,103a
3885,"10/886,476",7272190,11155204,2011-07-11,103a
3886,"10/886,476",7272190,11155204,2011-07-11,103a
3887,"10/886,476",7272190,13008523,2012-08-16,103a
3888,"09/330,739",6377810,11472613,2011-06-28,103a
3889,"09/330,739",6377810,11683343,2011-09-30,119
3890,"09/330,739",6377810,11683343,2011-09-30,103a
3891,"09/330,739",6377810,11683343,2011-09-30,103a
3892,"09/330,739",6377810,12558937,2011-06-10,103a
3893,"09/330,739",6377810,11683343,2012-06-06,119
3894,"09/330,739",6377810,11683343,2012-06-06,103a
3895,"09/330,739",6377810,13339295,2012-10-10,103a
3896,"09/378,586",7084737,11869119,2012-07-05,103a
3897,"10/337,519",7133672,13243700,2012-01-06,119
3898,"09/001,296",5988577,13047941,2012-08-24,103a
3899,"12/026,094",8155683,13423406,2012-06-11,119
3900,"12/026,094",8155683,14166037,2014-07-18,112b
3901,"09/262,933",6218973,11959740,2011-10-07,103
3902,"09/262,933",6218973,13045657,2012-08-02,103a
3903,"09/262,933",6218973,13045657,2012-08-02,103a
3904,"10/211,614",7007064,11589354,2011-12-15,103a
3905,"10/211,614",7007064,11589354,2011-10-18,103a
3906,"08/902,802",5905407,13143417,2013-03-25,103a
3907,"10/348,271",7287097,11235769,2011-03-17,103a
3908,"10/348,271",7287097,11235768,2011-03-31,103a
3909,"10/348,271",7287097,12142023,2011-06-28,103a
3910,"10/348,271",7287097,11235769,2011-08-18,103a
3911,"10/348,271",7287097,11235768,2011-08-31,103a
3912,"11/552,716",8054894,12735166,2012-08-01,103a
3913,"11/552,716",8054894,12161341,2012-01-10,103a
3914,"11/552,716",8054894,12735166,2013-03-12,103a
3915,"11/455,379",7738639,12375563,2011-10-20,103a
3916,"11/455,379",7738639,12801318,2012-04-06,103a
3917,"09/576,516",7660986,11316957,2011-11-09,103a
3918,"09/576,516",7660986,12184062,2012-01-12,103a
3919,"08/711,236",5745116,12813151,2011-12-29,103a
3920,"08/711,236",5745116,12042067,2011-01-18,103a
3921,"08/711,236",5745116,12123196,2011-04-01,103a
3922,"08/711,236",5745116,12653265,2011-10-17,102b
3923,"08/711,236",5745116,12796476,2012-02-02,103a
3924,"08/711,236",5745116,12796476,2012-09-07,103a
3925,"08/711,236",5745116,12796476,2013-05-23,103a
3926,"11/114,993",7283806,12162730,2011-11-02,103a
3927,"09/276,978",6463534,11659946,2011-07-06,103
3928,"09/276,978",6463534,11791199,2011-02-01,103a
3929,"09/276,978",6463534,11734704,2011-04-14,103a
3930,"09/276,978",6463534,10686954,2011-09-07,103a
3931,"09/276,978",6463534,10534067,2011-11-29,103
3932,"09/276,978",6463534,10534067,2012-03-13,103
3933,"10/843,077",7343171,11620776,2011-10-26,102e
3934,"09/806,390",6731684,11881659,2011-09-14,103a
3935,"09/806,390",6731684,10840510,2011-03-30,103
3936,"09/806,390",6731684,10840510,2011-09-13,103
3937,"11/217,753",7443316,12687941,2011-12-22,103a
3938,"11/217,753",7443316,12729130,2012-07-27,103a
3939,"11/217,753",7443316,12727217,2012-05-11,102
3940,"09/755,339",7239650,10486243,2011-05-04,103a
3941,"09/755,339",7239650,13442150,2012-09-27,102e
3942,"08/701,293",6092041,12055223,2011-09-30,102b
3943,"09/260,097",6268077,11755608,2011-02-15,103a
3944,"09/260,097",6268077,11668196,2011-02-16,103a
3945,"09/260,097",6268077,11668196,2011-05-19,103a
3946,"09/302,096",6298135,11647002,2011-08-04,103a
3947,"09/302,096",6298135,11647002,2011-02-18,103a
3948,"09/302,096",6298135,11852644,2011-03-03,102
3949,"09/302,096",6298135,11852644,2011-03-03,103a
3950,"11/024,389",7428229,13122854,2013-03-01,103a
3951,"08/400,303",5974325,11558201,2011-01-18,102e
3952,"08/400,303",5974325,11558189,2011-05-17,103a
3953,"08/400,303",5974325,11558189,2011-05-17,103a
3954,"08/400,303",5974325,11558189,2011-05-17,103a
3955,"08/400,303",5974325,11558189,2011-05-17,103a
3956,"09/226,680",6043707,13234285,2013-02-14,102b
3957,"09/226,680",6043707,13582237,2013-12-19,103a
3958,"08/988,154",6134446,12745914,2012-10-31,103a
3959,"08/988,154",6134446,12745914,2012-10-31,103a
3960,"08/988,154",6134446,12745914,2012-10-31,103a
3961,"09/329,691",6615267,10354403,2011-11-07,112
3962,"09/329,691",6615267,12855043,2012-03-01,103a
3963,"09/329,691",6615267,13025839,2012-12-10,103u
3964,"09/329,691",6615267,13025839,2012-12-10,103a
3965,"09/329,691",6615267,12855043,2012-07-06,103a
3966,"11/276,982",8031583,13123988,2013-01-02,103a
3967,"10/623,287",6845235,12244196,2012-07-03,103a
3968,"11/459,574",7581181,11470583,2011-10-11,103a
3969,"11/459,574",7581181,11470583,2011-10-11,103a
3970,"11/459,574",7581181,11470583,2012-03-15,103a
3971,"11/459,574",7581181,11470583,2012-03-15,103a
3972,"10/345,870",7529263,12498248,2011-11-09,102b
3973,"09/459,584",6556817,12420976,2012-04-10,103a
3974,"08/706,064",5940447,12338976,2011-02-04,103a
3975,"08/706,064",5940447,12338976,2011-05-27,103a
3976,"09/938,319",6661409,12042296,2011-07-08,103a
3977,"09/938,319",6661409,13122398,2012-11-23,103a
3978,"08/950,636",6094566,12449394,2011-10-12,103a
3979,"11/404,275",7633389,12475255,2011-09-06,103a
3980,"09/784,801",6901259,12875779,2013-08-07,103a
3981,"09/370,539",6275500,10480327,2011-10-14,103a
3982,"09/370,539",6275500,10863650,2011-08-18,103a
3983,"09/370,539",6275500,10480327,2011-06-15,103a
3984,"09/370,539",6275500,10480327,2011-02-14,103a
3985,"09/370,539",6275500,10480327,2012-03-14,103a
3986,"10/389,404",6999759,11875925,2011-01-04,103a
3987,"10/389,404",6999759,11875925,2011-01-04,103a
3988,"11/144,903",7469149,13244883,2011-12-05,103a
3989,"11/144,903",7469149,12822970,2011-12-06,103a
3990,"08/760,354",5793795,13460677,2012-10-25,119
3991,"11/469,983",8121552,13216819,2012-04-19,103a
3992,"11/469,983",8121552,13216819,2012-04-19,103a
3993,"11/159,850",7499719,12943327,2012-11-20,103a
3994,"09/455,813",6374092,13246121,2013-02-28,103a
3995,"08/861,308",5974032,10552646,2011-08-18,102e
3996,"09/040,046",6011959,12493819,2011-10-04,103a
3997,"09/040,046",6011959,12493819,2012-03-19,103a
3998,"09/602,779",7089577,11870642,2012-03-23,102
3999,"09/483,960",6176401,12726312,2012-08-02,103a
4000,"09/483,960",6176401,12726312,2012-08-02,103
4001,"09/483,960",6176401,12726312,2012-08-02,103a
4002,"09/483,960",6176401,12588212,2012-04-16,103a
4003,"09/483,960",6176401,12726312,2013-01-15,103a
4004,"09/483,960",6176401,12726312,2013-01-15,103
4005,"09/483,960",6176401,12726312,2013-01-15,103a
4006,"09/483,960",6176401,12726312,2013-01-15,103a
4007,"09/339,413",6529488,12548502,2011-04-14,103a
4008,"09/773,825",6879584,11562382,2012-04-25,103a
4009,"10/692,988",7058419,11051354,2011-07-19,103a
4010,"10/692,988",7058419,12133873,2011-05-10,102e
4011,"10/692,988",7058419,12133873,2011-05-10,103a
4012,"10/692,988",7058419,12133873,2011-05-10,103a
4013,"10/692,988",7058419,12133873,2011-05-10,103a
4014,"10/692,988",7058419,12133873,2011-05-10,103a
4015,"08/965,828",6173181,13145897,2014-01-10,103a
4016,"09/143,687",6411946,11996870,2011-10-13,103a
4017,"09/143,687",6411946,11996870,2012-06-25,103a
4018,"09/143,687",6411946,11996870,2012-03-09,103a
4019,"11/003,152",7395097,12088653,2012-01-17,102e
4020,"11/003,152",7395097,12088653,2012-06-29,102e
4021,"11/003,152",7395097,12041644,2014-01-30,103a
4022,"11/003,152",7395097,12041644,2014-01-30,103a
4023,"11/003,152",7395097,12041644,2014-01-30,103a
4024,"11/003,152",7395097,12041644,2014-01-30,103a
4025,"11/003,152",7395097,12041644,2014-01-30,103a
4026,"09/553,457",6493388,10488345,2011-02-10,103a
4027,"09/553,457",6493388,10488345,2011-02-10,103a
4028,"09/553,457",6493388,10488345,2011-02-10,103a
4029,"09/553,457",6493388,10488345,2011-02-10,103a
4030,"09/553,457",6493388,12911655,2011-05-13,103a
4031,"09/553,457",6493388,12911655,2012-01-23,119
4032,"09/553,457",6493388,12911655,2012-01-23,103a
4033,"09/553,457",6493388,12688514,2012-04-17,102b
4034,"09/553,457",6493388,12688514,2012-04-17,103a
4035,"09/553,457",6493388,12688514,2012-04-17,103a
4036,"09/553,457",6493388,10488345,2013-03-15,103a
4037,"09/553,457",6493388,10488345,2013-03-15,103a
4038,"09/553,457",6493388,10488345,2013-03-15,103a
4039,"10/142,173",6657595,12559687,2011-10-03,103a
4040,"10/142,173",6657595,12820902,2012-03-30,103a
4041,"10/142,173",6657595,12820902,2012-09-11,103a
4042,"10/142,173",6657595,13035417,2013-02-11,103a
4043,"09/503,666",6643707,11424230,2011-08-26,102e
4044,"11/350,548",7844265,12112388,2011-03-29,103
4045,"11/350,548",7844265,11786427,2011-09-06,103a
4046,"11/350,548",7844265,11786427,2011-09-06,103a
4047,"11/225,440",7298321,12347857,2011-07-13,103a
4048,"11/225,440",7298321,12814490,2012-09-20,103a
4049,"11/135,988",7359738,12750556,2012-08-28,103a
4050,"10/929,135",7214999,13206024,2012-12-20,102b
4051,"10/185,974",6754475,11733605,2011-02-03,103a
4052,"10/185,974",6754475,12679954,2012-01-12,103a
4053,"10/185,974",6754475,12679954,2012-01-12,103a
4054,"10/185,974",6754475,12935204,2012-03-16,103a
4055,"10/185,974",6754475,12935204,2012-03-16,103a
4056,"10/185,974",6754475,12935204,2012-03-16,103a
4057,"10/721,988",7154468,13316670,2012-08-10,103a
4058,"10/721,988",7154468,13316670,2012-08-10,103
4059,"08/875,319",6122270,11160314,2011-03-31,103a
4060,"08/875,319",6122270,11333814,2011-07-21,102b
4061,"08/875,319",6122270,11160314,2011-09-15,103a
4062,"08/875,319",6122270,11160314,2011-09-15,103a
4063,"11/171,618",7609676,12704794,2011-11-14,103
4064,"09/759,774",7020165,11720115,2011-02-07,103a
4065,"09/759,774",7020165,12651988,2012-09-13,101
4066,"11/858,997",7844229,11962139,2011-03-09,103a
4067,"11/858,997",7844229,11962139,2011-03-09,103a
4068,"08/672,709",5903558,12748180,2012-07-06,103a
4069,"08/672,709",5903558,12748180,2013-01-28,103a
4070,"08/729,207",6069896,11871553,2011-02-07,103a
4071,"08/729,207",6069896,11871553,2011-02-07,103a
4072,"08/729,207",6069896,11871553,2011-08-04,103a
4073,"08/780,516",6026086,12049682,2011-09-16,103a
4074,"08/662,551",5724004,12399017,2011-11-14,103a
4075,"08/662,551",5724004,12399017,2012-03-02,103a
4076,"09/141,265",6167084,11479077,2011-04-12,103a
4077,"09/141,265",6167084,12855777,2011-02-02,101
4078,"09/141,265",6167084,11479077,2012-08-13,103a
4079,"09/141,265",6167084,11479077,2012-04-25,103a
4080,"09/813,015",6477160,12850896,2013-04-01,103a
4081,"09/813,015",6477160,12850896,2013-04-01,103a
4082,"09/813,015",6477160,12850896,2013-04-01,103a
4083,"09/813,015",6477160,12850896,2013-04-01,103a
4084,"09/813,015",6477160,12850896,2013-04-01,103a
4085,"11/294,885",7634296,11483652,2011-04-25,103a
4086,"11/294,885",7634296,11537530,2011-01-10,103a
4087,"11/294,885",7634296,11537530,2011-06-21,103a
4088,"11/243,033",7616610,12796556,2013-04-23,103a
4089,"10/329,609",7395048,11642731,2011-12-20,103a
4090,"10/329,609",7395048,11642731,2011-12-20,103a
4091,"10/329,609",7395048,11642731,2011-12-20,103a
4092,"10/329,609",7395048,11642731,2011-12-20,103a
4093,"10/329,609",7395048,11642731,2011-12-20,103a
4094,"09/963,973",6459892,12160595,2011-10-24,102b
4095,"09/963,973",6459892,12160595,2012-02-02,103a
4096,"08/563,833",5790607,11305648,2012-08-15,103a
4097,"08/563,833",5790607,11305648,2012-08-15,103a
4098,"10/230,719",6832259,10651076,2011-07-21,103a
4099,"10/230,719",6832259,10651076,2011-07-21,103a
4100,"10/230,719",6832259,10651076,2011-07-21,103a
4101,"10/230,719",6832259,10651076,2011-07-21,103a
4102,"10/230,719",6832259,10651076,2011-02-14,103a
4103,"10/230,719",6832259,10651076,2011-02-14,103a
4104,"10/230,719",6832259,10651076,2011-02-14,103a
4105,"10/230,719",6832259,10651076,2011-02-14,103a
4106,"10/230,719",6832259,12058933,2012-02-22,103a
4107,"09/675,807",6748195,12146787,2011-05-11,103a
4108,"09/675,807",6748195,12146787,2011-12-15,103a
4109,"09/675,807",6748195,12713780,2012-06-28,102
4110,"09/675,807",6748195,11993053,2012-06-13,103a
4111,"09/409,546",6252867,09660093,2011-05-09,103a
4112,"09/716,817",6690892,12087336,2011-06-23,103a
4113,"09/716,817",6690892,13019571,2011-06-10,103a
4114,"09/716,817",6690892,13019571,2012-03-14,103
4115,"10/608,989",7243072,11673988,2011-04-08,103a
4116,"10/608,989",7243072,11673988,2011-04-08,103a
4117,"10/608,989",7243072,11673988,2011-04-08,103a
4118,"09/587,932",7607022,12575053,2011-07-07,103a
4119,"09/587,932",7607022,12447376,2011-10-07,103a
4120,"09/587,932",7607022,11794750,2012-06-28,103a
4121,"09/587,932",7607022,11794750,2012-06-28,103a
4122,"09/587,932",7607022,11794750,2013-07-19,103a
4123,"09/447,400",7062556,12559918,2011-09-13,103a
4124,"09/447,400",7062556,11317646,2011-01-26,103a
4125,"09/447,400",7062556,12391724,2011-11-08,103a
4126,"09/447,400",7062556,11174181,2011-02-17,102e
4127,"08/988,077",6052563,11926394,2011-04-28,103a
4128,"08/988,077",6052563,11926394,2011-04-28,103
4129,"08/988,077",6052563,11955455,2011-12-16,103a
4130,"08/988,077",6052563,10559959,2013-07-16,103a
4131,"10/400,316",7024162,12030866,2011-01-06,102b
4132,"10/400,316",7024162,12030866,2011-01-06,103a
4133,"10/400,316",7024162,12030866,2011-01-06,103a
4134,"10/400,316",7024162,12030866,2011-06-24,102b
4135,"10/400,316",7024162,12030866,2011-06-24,103a
4136,"10/400,316",7024162,12030866,2011-06-24,103a
4137,"10/400,316",7024162,12499774,2012-05-08,103a
4138,"09/089,870",6128479,12479568,2011-08-04,103a
4139,"09/089,870",6128479,12400702,2011-07-21,103a
4140,"09/089,870",6128479,12400702,2011-07-21,103a
4141,"09/089,870",6128479,12479568,2012-01-25,103a
4142,"09/602,340",6624742,10990875,2011-03-30,103a
4143,"11/302,445",7451361,12369504,2011-12-19,103a
4144,"09/206,476",6430405,12183043,2012-06-07,103a
4145,"10/290,339",7215976,11652563,2011-04-14,103a
4146,"10/290,339",7215976,11652563,2011-04-14,103a
4147,"10/290,339",7215976,12365174,2011-03-23,102b
4148,"10/290,339",7215976,11472205,2011-09-14,103a
4149,"10/290,339",7215976,12492902,2012-02-28,103a
4150,"10/290,339",7215976,12821745,2012-07-10,112
4151,"10/290,339",7215976,13107546,2013-12-18,103a
4152,"10/290,339",7215976,13107546,2013-12-18,103a
4153,"10/290,339",7215976,13107546,2013-12-18,103a
4154,"10/290,339",7215976,13107546,2013-12-18,103
4155,"10/290,339",7215976,13042917,2013-04-22,103
4156,"11/207,457",7508842,11853704,2011-02-04,102e
4157,"11/207,457",7508842,13336289,2012-05-02,119
4158,"11/207,457",7508842,12281759,2012-01-31,103a
4159,"11/207,457",7508842,12281759,2012-01-31,103a
4160,"11/207,457",7508842,12281759,2014-01-07,103a
4161,"11/207,457",7508842,12281759,2014-01-07,103a
4162,"09/240,478",6054843,13049402,2012-12-18,103a
4163,"10/939,092",7130610,13424906,2013-04-09,103a
4164,"10/939,092",7130610,13424906,2013-10-15,103a
4165,"10/939,092",7130610,13237615,2013-03-14,103a
4166,"10/939,092",7130610,13237615,2013-03-14,103a
4167,"09/118,639",6144651,11857333,2011-03-07,103a
4168,"09/118,639",6144651,11857333,2011-09-21,103a
4169,"09/772,226",6337983,12651593,2012-04-02,101
4170,"11/312,989",7756097,13448788,2013-04-12,103a
4171,"11/312,989",7756097,12898373,2013-04-11,103a
4172,"11/312,989",7756097,13448788,2014-07-07,103a
4173,"11/312,989",7756097,12898373,2014-07-07,103a
4174,"10/964,182",7260394,12077817,2011-08-03,103a
4175,"10/964,182",7260394,13110835,2012-11-07,103a
4176,"10/722,804",7626365,13004037,2012-11-29,102b
4177,"09/588,587",6915530,12133597,2011-01-13,103a
4178,"09/588,587",6915530,12133597,2011-01-13,103a
4179,"09/588,587",6915530,12133597,2011-01-13,103a
4180,"09/588,587",6915530,12133597,2011-01-13,103a
4181,"09/588,587",6915530,12133597,2011-01-13,103a
4182,"09/588,587",6915530,12133597,2011-07-08,103a
4183,"09/588,587",6915530,12133597,2011-07-08,103a
4184,"09/588,587",6915530,12133597,2011-07-08,103a
4185,"09/588,587",6915530,12133597,2011-07-08,103a
4186,"09/588,587",6915530,12133597,2011-07-08,103a
4187,"09/588,587",6915530,12133597,2012-11-09,103a
4188,"09/588,587",6915530,12133597,2012-11-09,103a
4189,"09/588,587",6915530,12133597,2012-11-09,103a
4190,"09/588,587",6915530,12133597,2012-11-09,103a
4191,"09/588,587",6915530,12133597,2012-11-09,103a
4192,"09/588,587",6915530,12704833,2012-07-06,103a
4193,"09/588,587",6915530,12133597,2012-06-08,103a
4194,"09/588,587",6915530,12133597,2012-06-08,103a
4195,"09/588,587",6915530,12133597,2012-06-08,103a
4196,"09/588,587",6915530,12133597,2012-06-08,103a
4197,"09/588,587",6915530,12133597,2012-06-08,103a
4198,"09/588,587",6915530,12133597,2014-06-06,103a
4199,"09/588,587",6915530,12133597,2014-06-06,103a
4200,"09/588,587",6915530,12133597,2014-06-06,103a
4201,"09/588,587",6915530,12133597,2014-06-06,103a
4202,"09/588,587",6915530,12133597,2014-06-06,103a
4203,"09/588,587",6915530,12133597,2014-10-14,103a
4204,"09/588,587",6915530,12133597,2014-10-14,103a
4205,"09/588,587",6915530,12133597,2014-10-14,103a
4206,"09/588,587",6915530,12133597,2014-10-14,103a
4207,"08/831,362",6021332,12954460,2012-12-03,103a
4208,"08/806,979",5924044,11582522,2011-02-17,102b
4209,"08/990,641",6160545,12358643,2011-03-02,103a
4210,"08/990,641",6160545,12072130,2011-01-20,103a
4211,"08/990,641",6160545,12358643,2011-06-16,103a
4212,"08/990,641",6160545,12358643,2011-11-09,103a
4213,"08/990,641",6160545,12072130,2011-11-09,103a
4214,"08/924,602",5898696,12748094,2012-06-22,103a
4215,"10/083,890",7561553,11702525,2011-05-25,103a
4216,"10/083,890",7561553,12090854,2011-12-19,103a
4217,"10/083,890",7561553,12090854,2012-05-24,103a
4218,"09/821,915",6895238,11276896,2011-12-02,103a
4219,"09/821,915",6895238,11620148,2011-05-20,103a
4220,"09/821,915",6895238,11620148,2011-10-12,103a
4221,"09/821,915",6895238,11744568,2011-06-23,103a
4222,"09/821,915",6895238,11276896,2012-06-06,103a
4223,"11/930,310",7970350,12558960,2011-09-26,103a
4224,"11/930,310",7970350,12723046,2012-04-26,102e
4225,"11/930,310",7970350,13439788,2013-01-18,103a
